"","X","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"1380",64541,2,5,5,6,6,2,2,2,4,4,1,1,5,6,5,2,2,2,2,2,6,4,5,4,4,2,5,45
"1381",64543,1,6,5,6,6,3,4,2,3,5,1,1,6,6,6,2,2,3,3,3,5,2,5,4,2,2,5,25
"1382",64544,1,6,6,4,6,4,2,4,2,4,1,2,4,5,4,1,2,3,3,3,5,2,5,5,1,2,3,21
"1383",64545,5,5,5,6,6,6,6,6,1,1,6,4,4,4,2,1,1,1,1,2,6,2,3,5,2,2,2,38
"1384",64546,6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,2,2,1,3,4,2,2,6,2,2,NA,17
"1385",64547,1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,1,1,4,1,5,4,5,5,1,1,2,30
"1386",64548,2,4,5,3,3,4,5,4,3,6,3,5,4,5,4,1,2,3,2,3,5,6,3,NA,3,1,4,22
"1387",64549,1,6,6,6,6,5,5,6,2,1,1,2,5,6,4,2,1,2,4,3,5,1,5,5,5,2,3,27
"1388",64552,2,5,4,5,4,2,2,3,3,5,3,4,3,3,5,5,5,4,6,5,5,5,3,6,5,2,3,48
"1389",64555,2,6,6,6,6,6,5,6,2,5,1,1,6,5,6,5,4,5,5,1,5,1,6,6,1,1,NA,55
"1390",64556,1,6,6,6,5,6,5,5,2,4,2,5,4,5,5,2,5,2,3,2,4,1,6,6,2,2,3,21
"1391",64557,2,4,5,2,4,3,4,3,5,5,2,4,3,4,4,4,4,2,5,3,2,6,5,3,4,1,2,23
"1392",64562,5,3,4,2,4,2,2,4,4,5,2,3,3,4,2,2,3,2,3,3,5,5,2,3,2,2,3,20
"1393",64563,1,6,6,5,6,4,4,6,4,2,1,5,5,5,4,3,4,5,3,6,4,6,5,6,1,2,3,23
"1394",64564,1,5,5,6,4,6,5,3,2,3,3,3,6,4,4,3,2,6,4,2,4,2,5,5,3,2,4,24
"1395",64565,1,6,6,6,4,5,4,6,1,1,6,5,5,4,6,4,4,1,1,3,4,1,4,6,6,2,2,29
"1396",64567,1,4,3,5,3,5,6,5,4,5,2,4,2,2,6,5,5,5,6,6,6,5,5,6,5,2,5,30
"1397",64568,2,5,4,6,5,5,5,4,2,4,2,5,4,6,4,4,5,5,4,5,6,2,5,6,3,2,3,33
"1398",64571,1,5,6,6,6,5,3,4,2,5,2,4,6,4,NA,5,6,5,5,4,4,5,6,6,3,2,4,24
"1399",64572,4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3,2,5,26
"1400",64573,4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,2,2,3,2,2,5,1,5,6,2,1,4,41
"1401",64577,3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,3,4,4,4,4,4,2,4,6,4,1,1,19
"1402",64579,4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,6,6,5,5,5,6,2,1,6,3,2,1,20
"1403",64581,6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,6,4,4,2,2,4,1,5,6,5,2,5,44
"1404",64583,1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1,2,3,27
"1405",64585,3,5,5,6,NA,5,5,5,2,2,2,2,5,6,6,2,3,2,2,6,4,5,5,4,2,2,4,33
"1406",64586,1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,3,3,4,3,5,2,5,5,2,2,5,40
"1407",64588,6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,6,6,6,6,5,6,3,5,5,3,2,NA,17
"1408",64591,1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,4,4,4,5,4,2,4,6,2,2,3,20
"1409",64593,2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3,2,2,25
"1410",64595,4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,1,4,2,4,3,4,4,2,1,3,18
"1411",64600,1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,1,1,1,2,5,6,5,5,6,6,2,3,22
"1412",64603,2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,2,3,3,2,1,6,4,4,6,2,1,2,27
"1413",64605,5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,6,6,6,5,6,6,1,6,6,1,2,1,18
"1414",64606,1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,4,5,3,5,4,6,2,5,6,1,2,4,24
"1415",64607,4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,2,2,2,2,2,3,2,3,4,2,1,5,35
"1416",64612,1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1,1,5,40
"1417",64614,1,6,5,5,5,2,3,3,2,NA,5,3,5,3,5,1,1,2,4,2,5,1,4,5,2,2,4,29
"1418",64618,2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,4,4,4,4,5,5,3,6,6,2,2,4,24
"1419",64620,3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5,2,NA,14
"1420",64621,3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,3,4,3,4,5,5,4,1,4,5,2,4,54
"1421",64622,1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,3,4,2,6,4,5,2,2,6,3,2,4,29
"1422",64623,3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,5,5,4,3,3,6,1,3,6,1,1,3,26
"1423",64626,1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2,2,3,26
"1424",64627,2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,5,4,2,4,5,2,4,3,2,2,4,26
"1425",64630,2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,1,4,2,3,2,5,2,4,4,2,2,3,39
"1426",64634,3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,6,6,5,5,3,3,4,2,5,4,2,1,18
"1427",64636,5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,3,3,2,2,5,4,3,5,2,2,2,28
"1428",64638,3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,3,4,4,5,4,2,1,2,5,3,2,NA,16
"1429",64639,1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,4,6,2,1,4,4,3,6,4,1,5,27
"1430",64642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,23
"1431",64648,1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,4,5,4,2,4,6,1,5,5,1,2,3,32
"1432",64652,1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,1,2,2,2,6,1,6,6,1,1,5,56
"1433",64656,4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,3,3,5,2,5,6,2,5,6,3,2,3,19
"1434",64658,2,5,4,NA,5,5,3,5,3,5,6,6,2,1,5,2,2,4,4,2,5,3,4,6,3,2,4,26
"1435",64660,2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,4,5,5,6,6,5,6,4,6,5,2,4,41
"1436",64661,2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1,1,5,67
"1437",64664,4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,4,4,2,4,1,6,1,2,6,2,1,2,36
"1438",64665,1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,5,4,4,4,3,4,2,5,6,2,2,5,32
"1439",64668,3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,1,3,4,6,5,6,2,4,6,2,2,4,21
"1440",64669,2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,4,4,4,3,2,2,6,4,2,3,18
"1441",64670,2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,5,5,5,5,4,6,1,3,6,1,2,5,29
"1442",64671,2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,5,5,5,2,3,3,5,3,4,2,2,3,26
"1443",64673,2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,4,4,5,1,6,2,1,6,5,2,3,19
"1444",64675,1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,2,3,2,4,1,3,2,5,5,2,1,NA,16
"1445",64679,4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2,1,4,32
"1446",64680,1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,4,4,4,5,4,4,2,6,5,2,2,3,18
"1447",64682,2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,1,2,1,4,2,6,4,5,2,2,2,3,19
"1448",64683,3,2,2,6,5,5,2,6,1,1,5,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,63
"1449",64685,1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,1,2,2,2,1,6,1,6,5,2,2,5,27
"1450",64686,5,4,4,3,1,4,5,1,5,6,6,6,1,4,1,4,4,3,5,6,2,5,3,6,3,2,3,20
"1451",64688,2,5,3,5,5,5,3,5,2,4,4,6,2,2,4,3,5,1,2,4,5,2,5,6,2,2,3,54
"1452",64689,4,4,5,3,4,1,1,4,6,5,6,6,1,2,2,2,4,2,6,2,2,5,4,3,3,1,5,25
"1453",64693,4,5,3,4,3,4,2,5,5,5,5,4,3,3,4,4,5,5,4,3,4,4,3,4,4,1,4,46
"1454",64696,1,5,5,6,4,5,5,5,2,1,4,3,3,4,4,1,2,2,2,NA,4,2,2,4,2,2,5,51
"1455",64697,1,3,3,5,3,5,5,6,2,1,6,5,1,2,5,2,4,3,3,2,3,4,2,3,3,2,5,38
"1456",64698,5,6,6,6,5,5,5,4,1,4,1,1,5,6,6,1,2,4,1,2,6,1,5,6,2,2,3,32
"1457",64702,1,4,3,6,4,6,6,4,1,2,2,5,5,2,4,3,3,3,4,1,5,2,5,5,1,1,4,24
"1458",64706,2,3,4,6,5,4,4,4,2,2,5,2,3,2,4,3,2,3,2,1,4,3,5,6,2,2,1,54
"1459",64707,4,4,2,1,3,5,4,2,3,5,4,6,2,2,3,2,3,5,3,2,6,1,4,6,1,1,4,38
"1460",64709,3,6,5,6,5,5,5,6,3,1,2,1,3,6,5,4,3,4,2,6,4,4,3,4,4,2,3,29
"1461",64712,4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,4,2,5,1,6,6,5,6,3,1,5,24
"1462",64714,1,5,4,6,4,3,2,2,4,5,3,2,5,5,4,4,5,4,3,3,4,2,4,6,4,2,5,23
"1463",64715,6,2,4,6,3,4,4,5,5,5,6,6,2,3,NA,5,5,5,4,1,5,2,3,6,4,1,1,25
"1464",64716,2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,4,2,3,4,1,6,2,6,5,2,1,2,19
"1465",64718,2,4,2,4,4,2,5,2,2,6,2,5,1,3,2,3,6,4,4,4,2,3,1,2,5,2,3,28
"1466",64720,1,6,6,6,5,5,3,5,1,1,1,3,5,4,6,2,5,4,1,2,5,1,5,5,3,2,3,20
"1467",64724,3,6,6,4,3,1,6,6,1,1,1,1,5,3,1,1,6,2,2,3,5,4,6,4,2,2,3,29
"1468",64725,1,4,5,5,5,5,3,4,6,4,5,6,5,2,4,4,4,5,5,3,5,2,2,6,5,2,3,16
"1469",64727,3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,6,6,5,5,6,4,5,5,5,4,2,2,23
"1470",64729,4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,6,6,6,4,6,4,3,3,4,3,2,2,23
"1471",64730,2,6,4,6,5,5,5,5,1,4,1,2,4,6,6,5,4,4,1,4,NA,2,4,6,2,2,3,20
"1472",64733,3,5,5,4,5,3,2,2,4,6,2,2,5,6,5,4,3,2,3,2,6,2,5,5,2,2,3,19
"1473",64735,2,5,4,6,3,5,3,4,3,4,2,4,2,2,6,5,5,2,4,1,6,1,6,6,1,2,NA,13
"1474",64737,1,5,2,4,2,5,4,4,4,6,5,NA,2,2,2,1,2,3,4,NA,5,5,3,6,3,1,3,20
"1475",64738,4,5,4,3,3,5,2,4,5,5,4,5,2,5,2,6,6,6,5,5,4,4,5,6,4,2,3,27
"1476",64739,5,4,2,2,3,4,4,6,3,5,5,6,2,3,2,1,2,1,2,1,3,4,4,6,2,1,3,21
"1477",64742,2,6,5,4,6,5,4,5,5,5,1,2,5,5,5,2,5,2,1,2,6,4,5,1,2,2,1,16
"1478",64744,2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,3,3,4,4,5,4,4,5,2,2,4,28
"1479",64747,1,5,4,4,4,4,3,4,2,2,3,3,3,3,4,2,4,2,2,2,3,2,5,6,2,2,3,33
"1480",64753,4,6,5,5,5,3,2,1,5,6,2,6,1,1,1,6,6,6,6,6,4,2,2,6,3,2,3,27
"1481",64754,2,5,6,6,5,3,4,2,2,2,2,2,5,5,5,2,2,1,1,2,3,3,5,2,2,2,3,52
"1482",64758,1,4,5,3,4,4,5,4,2,4,4,5,2,3,3,3,4,2,5,4,4,3,4,4,2,2,5,36
"1483",64759,1,5,5,4,5,5,6,5,2,2,4,5,2,4,3,2,3,2,5,3,4,2,4,5,2,2,5,36
"1484",64763,1,6,6,5,4,5,5,4,2,4,1,3,5,5,4,5,4,5,4,5,6,3,5,6,2,2,5,29
"1485",64768,2,4,5,6,5,6,6,5,4,1,1,1,3,6,6,2,2,4,1,1,5,1,5,5,6,2,3,20
"1486",64769,5,2,2,6,6,6,5,5,5,2,2,NA,5,5,2,1,2,1,2,1,5,5,4,5,NA,2,5,35
"1487",64770,2,4,4,1,3,5,6,5,1,3,4,4,3,4,4,5,6,1,6,1,3,1,5,6,1,1,4,37
"1488",64771,1,6,5,5,6,5,3,5,1,4,1,2,4,5,4,2,4,2,2,2,5,2,5,5,2,2,5,42
"1489",64772,3,4,5,4,5,4,3,3,3,5,1,2,4,4,6,4,3,2,4,2,6,1,6,6,1,1,3,19
"1490",64773,2,6,5,5,6,4,4,4,3,4,4,3,5,5,5,2,4,4,5,3,5,3,5,5,3,1,4,30
"1491",64774,2,5,4,1,6,5,3,5,4,5,2,3,6,4,4,2,3,3,3,1,6,4,6,5,1,1,3,18
"1492",64780,1,4,5,NA,5,4,1,6,5,3,1,1,NA,6,4,6,6,5,2,6,3,3,NA,5,5,2,NA,9
"1493",64804,2,5,5,6,3,4,5,5,1,2,5,3,2,3,5,3,4,4,3,4,5,2,3,5,3,2,4,27
"1494",64807,4,6,6,6,5,6,6,5,1,1,3,1,4,6,6,6,6,3,1,1,5,3,6,6,1,1,2,18
"1495",64810,4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,1,1,1,1,5,1,6,4,1,1,2,24
"1496",64814,2,4,2,2,4,2,2,4,2,5,5,6,3,2,2,1,2,1,2,1,4,1,5,6,1,2,3,20
"1497",64815,5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3,2,NA,14
"1498",64817,5,4,4,6,4,6,6,3,2,2,2,2,4,6,4,4,4,5,1,1,4,1,2,4,4,2,3,21
"1499",64819,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,5,2,3,4,3,4,4,2,2,3,21
"1500",64822,2,6,6,6,5,5,5,5,1,3,2,2,5,6,4,1,1,1,2,1,5,1,4,4,2,2,5,66
"1501",64824,2,5,5,6,6,5,5,2,2,2,2,2,5,6,4,1,1,4,5,4,5,5,5,5,2,2,1,22
"1502",64825,4,5,4,5,4,5,5,6,1,1,2,1,3,5,5,3,2,2,4,5,5,4,4,4,4,1,1,49
"1503",64826,4,5,NA,6,5,6,5,4,3,4,3,4,4,5,5,5,5,5,4,3,5,3,5,5,4,2,3,42
"1504",64830,2,1,4,2,4,6,6,5,6,3,5,5,6,4,2,4,2,6,2,2,5,1,5,6,1,2,4,19
"1505",64831,2,1,4,1,4,6,6,5,6,3,5,5,6,3,2,2,2,6,2,2,5,1,5,6,1,2,4,19
"1506",64835,1,5,6,5,6,1,1,1,6,6,6,6,6,5,2,6,5,6,6,6,6,1,6,6,1,2,5,32
"1507",64838,1,6,6,5,6,5,5,5,2,4,1,1,6,6,5,2,3,4,3,2,4,1,6,4,1,2,3,29
"1508",64839,6,6,1,6,5,2,3,4,3,1,1,2,6,1,6,3,4,3,1,2,6,1,6,6,1,2,4,31
"1509",64842,3,6,6,5,6,5,6,1,3,6,3,2,6,6,6,3,6,1,5,1,6,1,6,6,1,1,2,21
"1510",64843,2,6,6,5,5,5,5,4,2,2,2,2,5,5,6,1,2,2,2,1,6,2,5,5,1,2,2,27
"1511",64844,4,2,5,6,1,6,2,1,4,6,1,2,4,5,4,6,6,6,1,5,5,6,3,5,4,2,3,23
"1512",64845,1,5,5,4,4,5,5,4,3,4,4,2,4,4,4,2,2,4,4,4,5,2,5,6,1,2,3,20
"1513",64846,2,6,4,1,5,5,4,3,2,4,4,5,3,4,4,2,5,3,2,3,5,5,3,2,4,2,2,57
"1514",64847,4,5,4,2,6,6,6,6,2,2,5,2,5,4,5,2,3,4,5,4,6,1,6,6,3,2,2,38
"1515",64849,1,3,5,5,5,3,3,4,4,4,5,4,6,5,3,1,4,2,5,4,5,2,6,5,1,2,2,18
"1516",64850,2,5,4,5,4,5,5,4,5,5,3,6,4,5,4,6,6,6,6,6,4,5,5,4,4,1,2,23
"1517",64852,1,6,4,4,5,5,5,6,2,1,4,2,4,6,4,2,5,5,3,1,4,4,4,6,3,2,3,34
"1518",64857,1,4,3,6,5,5,4,2,4,5,5,5,1,1,5,6,5,5,6,4,6,3,4,6,1,1,4,67
"1519",64861,4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,4,5,6,3,5,5,4,4,5,4,2,3,30
"1520",64865,2,5,3,4,4,5,5,3,3,3,2,4,4,3,6,4,4,3,4,3,6,2,6,5,1,2,5,31
"1521",64866,1,5,2,4,2,6,4,5,1,2,5,6,1,1,2,2,1,2,4,4,6,2,5,6,1,1,4,54
"1522",64874,2,4,3,5,4,4,4,6,2,1,5,2,4,5,4,1,2,1,2,1,5,2,5,2,5,1,5,32
"1523",64876,2,5,6,6,5,6,5,3,1,5,3,1,5,6,NA,3,6,4,2,3,5,1,4,5,1,2,3,47
"1524",64877,2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,5,6,2,6,4,4,6,1,2,3,20
"1525",64880,4,2,1,1,2,1,2,1,5,6,6,6,4,1,1,6,6,4,6,6,5,3,1,6,4,2,1,20
"1526",64886,2,5,6,5,6,6,5,6,1,1,2,1,4,5,6,5,5,5,2,3,6,2,5,5,1,2,3,34
"1527",64887,3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,5,6,4,3,3,5,1,5,6,2,2,NA,14
"1528",64888,3,3,2,5,2,5,5,1,4,6,3,5,5,4,5,6,6,6,5,NA,6,3,4,6,4,2,2,32
"1529",64890,4,5,5,5,4,4,3,5,3,2,1,1,5,5,5,1,1,3,4,1,6,1,6,5,1,1,3,27
"1530",64891,4,4,5,2,6,5,2,4,3,6,5,6,5,2,5,6,6,5,4,4,5,3,5,6,1,1,3,19
"1531",64894,4,4,5,1,5,3,5,2,2,5,1,2,5,5,4,1,2,4,1,2,4,5,3,4,NA,2,3,20
"1532",64898,1,4,5,6,4,4,5,5,2,6,3,3,4,4,4,2,3,1,2,1,5,3,4,5,3,1,3,21
"1533",64902,5,2,4,3,3,2,1,4,4,3,2,2,4,5,3,4,4,6,2,1,4,1,5,4,2,2,3,23
"1534",64907,3,5,2,4,5,5,4,5,3,2,4,5,2,2,5,1,1,1,1,1,6,2,5,5,1,1,4,42
"1535",64912,1,6,5,6,4,4,3,2,4,5,1,2,5,6,5,5,5,5,4,4,4,4,5,5,2,2,3,27
"1536",64914,2,6,5,3,5,5,2,3,6,5,4,5,4,4,5,5,4,5,4,4,5,6,5,5,5,1,3,19
"1537",64915,3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,6,6,4,3,3,5,2,4,6,3,2,3,21
"1538",64917,1,6,6,5,5,NA,5,5,3,4,5,4,5,2,3,2,4,2,2,5,4,4,5,6,3,2,5,47
"1539",64918,1,5,5,6,5,4,5,2,3,4,5,4,2,3,3,2,4,4,3,4,4,2,2,5,4,2,5,58
"1540",64919,1,5,3,4,4,6,6,6,1,6,1,6,3,1,4,6,6,6,6,6,6,3,5,6,4,2,3,20
"1541",64920,3,4,5,6,3,6,6,5,1,2,3,1,5,5,5,2,2,2,1,1,6,2,5,2,1,1,3,29
"1542",64921,3,6,6,3,6,2,3,3,4,4,2,2,5,4,5,4,5,5,2,2,4,4,5,5,2,2,3,18
"1543",64926,4,5,2,1,4,5,2,2,3,6,2,3,4,5,5,4,5,2,4,6,5,1,5,2,2,2,1,18
"1544",64931,5,6,5,3,6,5,6,4,2,4,2,4,4,4,6,1,2,1,3,4,5,5,3,4,4,2,2,21
"1545",64936,1,6,5,6,6,6,5,5,2,5,4,2,5,6,5,4,5,4,4,6,6,3,6,6,2,2,5,36
"1546",64937,4,4,5,2,5,5,6,4,3,2,3,2,5,5,5,2,4,4,3,2,5,3,4,4,3,2,3,18
"1547",64938,1,6,6,6,6,5,5,5,1,4,2,1,5,6,5,2,4,1,1,1,5,5,6,6,2,2,5,53
"1548",64939,4,5,6,5,6,3,2,2,3,6,6,4,4,5,4,5,4,5,5,2,4,6,1,6,6,1,4,23
"1549",64940,4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,5,6,3,5,2,4,2,3,5,2,3,19
"1550",64944,6,4,5,6,5,4,6,6,5,4,1,2,1,5,4,5,6,5,2,4,6,5,5,5,3,1,3,22
"1551",64946,6,NA,6,4,5,6,4,5,6,3,4,4,6,6,3,6,4,6,2,5,4,4,3,6,5,2,2,19
"1552",64949,1,5,5,4,6,6,6,5,2,1,4,1,5,5,5,1,1,3,3,3,6,1,6,5,2,2,3,20
"1553",64950,3,3,3,4,4,4,3,3,4,5,2,3,4,4,4,3,4,2,4,2,4,3,6,6,2,2,4,24
"1554",64952,1,6,4,3,5,4,5,4,2,5,2,2,4,5,4,2,3,4,2,2,4,1,5,4,2,2,2,23
"1555",64953,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,20
"1556",64954,1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,5,6,5,5,5,4,2,4,6,1,2,4,33
"1557",64958,5,6,6,1,6,5,6,5,NA,6,1,5,5,5,5,2,3,6,6,4,6,2,5,6,2,1,1,16
"1558",64960,1,6,6,6,6,5,5,3,5,5,5,2,4,5,6,2,2,5,2,1,5,3,5,6,2,1,1,17
"1559",64961,1,4,3,3,4,5,4,5,2,4,2,4,4,2,3,2,2,2,4,1,6,2,6,6,1,2,3,21
"1560",64962,1,6,6,1,1,5,6,6,4,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,1,2,5,31
"1561",64963,3,4,4,4,4,6,5,4,1,1,3,4,5,5,5,1,1,1,1,1,5,2,5,4,2,2,2,57
"1562",64967,1,6,6,6,6,5,6,2,5,2,5,2,5,6,6,2,5,4,4,4,5,2,6,6,2,2,3,20
"1563",64968,6,5,5,6,6,5,6,6,5,6,3,6,5,6,6,5,6,4,5,5,5,6,5,6,2,2,2,19
"1564",64969,6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,5,1,4,5,5,5,1,5,6,2,2,2,19
"1565",64970,6,2,5,6,6,5,6,3,5,1,3,6,5,6,2,5,1,4,5,5,5,1,5,6,2,2,2,19
"1566",64971,6,2,5,6,6,5,6,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19
"1567",64975,6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19
"1568",64978,6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,3,5,1,3,6,2,2,2,19
"1569",64979,6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,6,5,1,6,6,2,2,2,19
"1570",64980,6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,1,2,6,5,1,6,1,2,2,2,19
"1571",64981,6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,6,2,6,5,1,6,6,2,2,2,19
"1572",64982,6,2,5,6,6,5,4,6,1,1,3,1,5,6,2,1,1,6,2,6,5,1,6,6,2,2,2,19
"1573",64984,3,4,4,1,4,5,4,5,4,3,4,3,3,3,5,1,2,2,2,3,4,3,2,2,5,2,3,19
"1574",64987,1,5,1,6,2,5,5,5,3,5,4,6,1,3,4,5,5,6,5,5,4,3,5,5,5,1,5,42
"1575",64990,2,5,5,5,2,5,6,5,4,4,1,6,5,5,6,6,6,6,6,6,4,4,6,2,6,2,5,46
"1576",64991,2,5,5,6,5,5,6,6,4,2,1,3,3,5,6,5,4,5,3,6,6,4,NA,6,2,2,2,20
"1577",64992,2,5,4,4,4,4,4,5,3,3,4,4,4,4,2,3,3,4,2,4,4,4,4,4,3,2,3,20
"1578",64993,4,5,4,4,3,4,3,3,2,4,2,4,4,2,5,5,5,5,6,2,4,2,5,5,4,2,4,20
"1579",64996,1,1,4,6,6,6,6,4,1,1,5,2,NA,6,5,1,2,4,1,1,4,1,4,1,3,2,3,21
"1580",64997,3,6,5,6,6,6,5,5,1,2,3,2,5,5,6,1,2,1,1,2,6,3,4,4,2,1,2,25
"1581",65017,4,5,4,4,4,5,5,4,2,3,2,4,4,5,5,2,2,5,4,3,4,5,4,5,2,2,2,19
"1582",65018,1,6,6,4,5,3,2,5,4,2,1,2,5,3,6,1,1,2,NA,2,5,2,6,6,1,2,5,52
"1583",65020,5,5,NA,5,4,5,5,5,2,5,5,4,1,4,6,2,4,2,2,2,3,4,4,4,2,1,3,20
"1584",65022,4,4,4,4,3,4,4,4,3,2,3,4,1,2,5,2,2,2,2,2,4,3,5,6,4,2,3,19
"1585",65025,2,5,5,6,5,5,5,5,1,1,3,2,5,5,6,1,1,1,2,2,6,4,4,4,5,1,3,34
"1586",65026,5,4,3,4,3,4,2,2,3,2,6,4,4,4,2,2,4,1,4,2,6,1,4,6,1,1,3,29
"1587",65027,4,4,4,5,5,4,4,4,2,5,2,2,5,4,5,2,1,2,2,2,3,3,3,2,2,2,2,36
"1588",65028,4,1,5,2,5,6,5,2,2,3,6,4,5,3,3,4,5,4,5,2,6,1,6,6,2,1,1,18
"1589",65033,3,5,3,6,4,4,3,2,2,5,2,4,3,3,2,1,1,5,4,2,4,3,2,3,3,1,3,25
"1590",65041,3,5,1,4,4,4,4,4,2,2,3,4,4,4,3,2,4,5,3,5,3,2,4,4,4,2,3,30
"1591",65042,2,4,6,5,5,5,5,5,5,1,2,2,6,5,6,3,2,3,2,2,6,2,5,5,2,1,5,32
"1592",65044,2,4,4,6,4,5,6,1,4,6,4,4,1,4,4,6,6,5,5,3,2,5,6,6,4,2,3,32
"1593",65047,3,2,2,2,4,5,5,5,3,2,2,2,5,5,5,2,3,2,3,1,6,2,5,6,2,2,1,16
"1594",65049,5,3,1,1,3,5,2,5,3,5,3,5,4,3,4,4,5,2,3,4,3,3,3,6,3,2,3,19
"1595",65050,1,6,4,6,4,6,6,5,2,1,1,4,5,5,5,4,4,4,4,5,6,1,6,6,3,1,5,29
"1596",65052,1,5,5,6,3,5,4,2,2,NA,1,4,4,5,4,3,5,3,2,2,4,1,6,6,1,2,4,30
"1597",65054,2,5,4,6,4,5,3,4,3,3,3,3,4,5,4,2,2,2,4,3,3,3,4,5,4,2,3,27
"1598",65056,2,6,5,6,5,5,5,5,5,4,3,2,2,4,5,4,3,5,6,2,6,1,6,6,1,2,5,41
"1599",65058,3,4,3,1,3,4,3,4,3,4,1,3,4,1,5,4,4,3,4,4,6,1,6,6,1,2,4,28
